Unnamed: 0,DRC_S1,Djibouti1,Egypt_AL1,Egypt_CN1,Egypt_CN2,Egypt_CN3,Egypt_CN4,Egypt_CR1,Egypt_ME1,Egypt_NE1,Egypt_UE1,Egypt_UE2,Eritrea1,Ethiopia1,Ethiopia2,Ethiopia3,Ethiopia4,Ethiopia5,KEN_MTKR1,KEN_MTKR2,KEN_MTKR3,KEN_NR1,KEN_WSTR1,Libya1,Libya2,Libya3,Libya4,SouthSudan1,SouthSudan2,Sudan1,Sudan2,Sudan3,Sudan4,Sudan5,Sudan6,Sudan7,TAN_CR1,TAN_CR2,TAN_CR3,TAN_CR4,TAN_ER1,TAN_LR1,TAN_SR1,TAN_SWR1,TAN_WR1,Uganda1,DRC_W1
2040/01/02 06:00:00,0.265100468,0.317695283,0.83264663,0.347150943,0.714814393,0.916552652,0.51484819,0.266159351,0.535210378,0.176051708,0.355858209,0.777656882,0.108951445,0.815317556,0.304899203,0.526959229,0.221062389,0.448447132,0.451121916,0.617938454,0.844256821,0.198027313,0.338798929,0.129427809,0.190110241,0.350352118,0.388621318,0.652674222,0.957755718,0.952840893,0.977455267,0.99174444,0.965559306,0.898753265,0.885691076,0.995708141,0.029128942,0.142229506,0.271332311,0.022026567,0.499958914,0.041563935,0.682152699,0.111759243,0.02770801,0.140466543,0.483896431
2040/01/02 07:00:00,0.164876905,0.147985497,0.79733639,0.293645029,0.688074933,0.903659176,0.455884768,0.218334195,0.488159517,0.107636301,0.293573709,0.733360809,0.096667304,0.806186376,0.19236562,0.499490056,0.258948417,0.457766325,0.433368421,0.610202084,0.855281851,0.465083175,0.379697467,0.079382541,0.197522622,0.3787395,0.294951486,0.519560644,0.900244655,0.948186666,0.97557777,0.986742,0.960663689,0.893388288,0.882287117,0.99382006,0.027229437,0.120819654,0.249533276,0.012573867,0.499996515,0.044644584,0.690120739,0.141493408,0.042575194,0.174514434,0.552640308
2040/01/02 08:00:00,0.327263841,0.052598719,0.739356993,0.279561148,0.613162009,0.879221071,0.393304997,0.19315723,0.429702543,0.070294755,0.241221185,0.64503153,0.089664877,0.698446908,0.087067196,0.284574915,0.284049979,0.40874734,0.323310763,0.587730428,0.799354937,0.301255028,0.425477956,0.051634952,0.205714929,0.390320408,0.241118779,0.434321907,0.949130541,0.935247466,0.959152591,0.963754269,0.965584702,0.859454319,0.813459497,0.991903159,0.016571045,0.069768401,0.163361917,0.005794994,0.270889398,0.015656038,0.705802557,0.142179734,0.066594401,0.178041525,0.496857943
2040/01/02 09:00:00,0.469606728,0.010398941,0.584287919,0.236972393,0.420744832,0.863942523,0.353409375,0.129426402,0.321419985,0.034844378,0.203414332,0.462587794,0.085936749,0.594116611,0.019382065,0.295842923,0.330938962,0.503324155,0.388259113,0.450251671,0.869277619,0.150157977,0.360222574,0.029109418,0.190115493,0.403282801,0.219125868,0.383328463,0.916666879,0.93493942,0.907409786,0.951938521,0.972501511,0.694113945,0.87599875,0.993086439,0.00686393,0.06834706,0.125233261,0.016260188,0.269683969,0.008645872,0.766384233,0.130855566,0.019914794,0.081935899,0.357330301
2040/01/02 10:00:00,0.57982471,0.002729893,0.501463838,0.197050849,0.444189562,0.865198776,0.415387092,0.154939348,0.276386334,0.048428971,0.153294439,0.354760835,0.080920863,0.68217817,0.025935558,0.270802166,0.48532081,0.522202403,0.538058202,0.456315849,0.950777589,0.166280856,0.45546147,0.014231653,0.141028969,0.418948591,0.179911607,0.289948534,0.851224836,0.910046258,0.919163006,0.942376275,0.974062043,0.723087981,0.868604398,0.991078173,0.029938543,0.122385633,0.182398871,0.061951416,0.349544387,0.010271509,0.847256392,0.240762575,0.023056804,0.121140711,0.201580126
2040/01/02 11:00:00,0.585047368,0.002729893,0.453287017,0.208984935,0.461161116,0.847238973,0.441522040,0.258207977,0.264312869,0.132335262,0.212396857,0.375735525,0.074416557,0.716956175,0.058598093,0.132671704,0.522446602,0.434648685,0.484616249,0.311410899,0.898995032,0.357525901,0.458231929,0.012687893,0.051829381,0.458919148,0.117783225,0.26006159,0.751737918,0.841515818,0.901013283,0.909901866,0.969948597,0.760994064,0.811591131,0.984619832,0.080345277,0.182405485,0.250702366,0.099221346,0.381030631,0.015092311,0.85390696,0.328267209,0.13143257,0.046336269,0.130045486
2040/01/02 12:00:00,0.545495701,0.010568204,0.361322116,0.178161135,0.373362743,0.816538966,0.419577011,0.31900657,0.206321346,0.215770518,0.206521347,0.311538486,0.078181275,0.703010595,0.103694,0.081190881,0.428760827,0.334865227,0.299550287,0.160672008,0.621052885,0.449009774,0.366425004,0.020671988,0.068500689,0.525940205,0.166587691,0.177042749,0.649660653,0.699952968,0.8440747,0.872457918,0.962759709,0.694109926,0.692715018,0.972858512,0.146790861,0.279948161,0.298580805,0.145497225,0.509356566,0.110106419,0.84293892,0.367446625,0.223478954,0.030528423,0.140655703
2040/01/02 13:00:00,0.631363554,0.019742979,0.299641305,0.170334524,0.301226178,0.80944604,0.39655099,0.386354887,0.204221166,0.32709458,0.174832161,0.240182562,0.123429559,0.681407538,0.116436199,0.067055818,0.383753651,0.24322543,0.220622149,0.290741601,0.325735136,0.247282928,0.354451781,0.035950926,0.112852127,0.588625399,0.187719244,0.192480994,0.556858275,0.581264093,0.756051939,0.835710386,0.955564298,0.602218176,0.617714316,0.959793714,0.080369181,0.2986759,0.351260148,0.135491409,0.372509905,0.023107128,0.740697443,0.299205145,0.074865958,0.002713397,0.124545836
2040/01/02 14:00:00,0.752244079,0.035974104,0.258732957,0.203666166,0.266856627,0.795281405,0.36289441,0.42546657,0.231972258,0.410338436,0.194951145,0.193002716,0.170324666,0.670034072,0.133404752,0.067536793,0.253491769,0.200764988,0.118544831,0.455121936,0.095528484,0.44311616,0.504394751,0.096238337,0.160928727,0.652742562,0.204357259,0.249145691,0.516864366,0.54416326,0.713077323,0.806830138,0.955176409,0.571183628,0.595200165,0.951588709,0.131973613,0.506220246,0.389567261,0.182919263,0.58588628,0.071067132,0.751323153,0.351693813,0.152552105,0.00245433,0.110890133
2040/01/02 15:00:00,0.647465078,0.067331845,0.265855232,0.259161253,0.289351199,0.778373365,0.372978888,0.38217443,0.258911636,0.38212955,0.267212616,0.194428302,0.263487867,0.683658673,0.173936363,0.072157128,0.236370452,0.193047542,0.070617081,0.548565128,0.121486728,0.565937483,0.705455552,0.18839582,0.253254996,0.689496554,0.242731406,0.273392133,0.523157355,0.573698374,0.71872062,0.806751055,0.952375104,0.588677695,0.598652617,0.955448384,0.200569731,0.55080905,0.508396105,0.211169689,0.444798606,0.184027637,0.73396946,0.453251991,0.355136902,0.006533753,0.272231631
2040/01/02 16:00:00,0.43935571,0.080550591,0.298276758,0.278037405,0.330242449,0.756216297,0.403002274,0.31717787,0.271056512,0.309355921,0.315033384,0.237755623,0.371949351,0.733374732,0.225558349,0.074307886,0.319081638,0.200220881,0.061657259,0.594822956,0.248613747,0.329186735,0.811734443,0.22337689,0.350040488,0.712957651,0.282829385,0.299259492,0.589427854,0.665087874,0.736087751,0.825128384,0.950594641,0.625617804,0.614924302,0.970934644,0.230208163,0.496643852,0.371976433,0.207360187,0.318511555,0.324178814,0.63696946,0.441521782,0.5694953,0.019020281,0.207874738
2040/01/02 17:00:00,0.212539297,0.145259761,0.357216173,0.274887621,0.385384267,0.747626432,0.432869205,0.3126552,0.312565374,0.303788812,0.30473566,0.33698149,0.479676683,0.829368036,0.321432454,0.074092992,0.535834614,0.228875999,0.069393216,0.612715556,0.347589587,0.27818506,0.844500781,0.236309493,0.44210405,0.736908398,0.31666729,0.322268229,0.69546366,0.784549814,0.711955478,0.829715165,0.942957791,0.643076798,0.669461693,0.979068258,0.23382279,0.294241286,0.353896573,0.166669088,0.222702678,0.219947151,0.658709517,0.409478255,0.344727421,0.033314286,0.075179146
