CtryName,Zone_ID,cluster
DRC_S,2992,3
DRC_S,2551,2
DRC_S,258,5
DRC_S,3301,4
DRC_S,28,6
DRC_S,348,10
DRC_S,2961,3
DRC_S,493,1
DRC_S,568,3
DRC_S,359,4
DRC_S,2629,2
DRC_S,482,1
DRC_S,3077,4
DRC_S,3291,4
DRC_S,350,10
DRC_S,3264,4
DRC_S,593,2
DRC_S,509,1
DRC_S,571,3
DRC_S,385,7
DRC_S,590,3
DRC_S,2652,2
DRC_S,3300,4
DRC_S,2589,2
DRC_S,207,5
DRC_S,2640,2
DRC_S,225,5
DRC_S,3242,4
DRC_S,53,6
DRC_S,351,4
DRC_S,204,5
DRC_S,264,5
DRC_S,274,5
DRC_S,188,4
DRC_S,2777,2
DRC_S,3073,4
DRC_S,1848,9
DRC_S,2824,2
DRC_S,393,7
DRC_S,237,5
DRC_S,181,5
DRC_S,2775,2
DRC_S,454,7
DRC_S,3138,4
DRC_S,514,1
DRC_S,2690,2
DRC_S,564,3
DRC_S,3210,4
DRC_S,184,5
DRC_S,3119,4
DRC_S,3028,3
DRC_S,3259,4
DRC_S,2802,2
DRC_S,3243,4
DRC_S,2639,2
DRC_S,2746,2
DRC_S,2016,9
DRC_S,2982,3
DRC_S,3061,4
DRC_S,2983,3
DRC_S,2959,3
DRC_S,2566,2
DRC_S,3262,4
DRC_S,178,5
DRC_S,567,3
DRC_S,2889,2
DRC_S,553,4
DRC_S,2644,2
DRC_S,3305,4
DRC_S,3277,4
DRC_S,2865,2
DRC_S,3199,4
DRC_S,2830,3
DRC_S,3093,4
DRC_S,3303,4
DRC_S,2762,3
DRC_S,2950,3
DRC_S,2947,4
DRC_S,2789,3
DRC_S,335,7
DRC_S,2494,2
DRC_S,2957,4
DRC_S,365,7
DRC_S,2953,3
DRC_S,2948,3
DRC_S,552,4
DRC_S,2614,2
DRC_S,235,5
DRC_S,3085,4
DRC_S,55,6
DRC_S,2774,2
DRC_S,26,6
DRC_S,2829,3
DRC_S,183,5
DRC_S,2531,2
DRC_S,2955,3
DRC_S,354,4
DRC_S,2530,2
DRC_S,265,10
DRC_S,3282,4
DRC_S,2688,2
DRC_S,603,2
DRC_S,2940,3
DRC_S,21,6
DRC_S,2994,3
DRC_S,3053,3
DRC_S,3191,4
DRC_S,2109,9
DRC_S,434,7
DRC_S,3278,4
DRC_S,560,3
DRC_S,2966,3
DRC_S,2799,2
DRC_S,2958,4
DRC_S,596,2
DRC_S,182,5
DRC_S,2718,2
DRC_S,2976,3
DRC_S,3237,4
DRC_S,601,2
DRC_S,510,1
DRC_S,3032,4
DRC_S,2997,3
DRC_S,3251,4
DRC_S,387,7
DRC_S,2970,3
DRC_S,3116,4
DRC_S,2949,3
DRC_S,2087,9
DRC_S,591,3
DRC_S,2651,2
DRC_S,31,6
DRC_S,2866,3
DRC_S,2251,6
DRC_S,3124,4
DRC_S,554,4
DRC_S,3232,4
DRC_S,563,3
DRC_S,2848,2
DRC_S,604,2
DRC_S,602,3
DRC_S,2858,2
DRC_S,3120,4
DRC_S,3255,4
DRC_S,453,7
DRC_S,383,7
DRC_S,3235,4
DRC_S,2758,3
DRC_S,3263,4
DRC_S,589,2
DRC_S,2752,2
DRC_S,536,1
DRC_S,566,3
DRC_S,2713,2
DRC_S,2655,2
DRC_S,2895,3
DRC_S,2708,3
DRC_S,2901,3
DRC_S,2664,2
DRC_S,2841,2
DRC_S,2843,2
DRC_S,2734,3
DRC_S,2741,2
DRC_S,2702,2
DRC_S,2828,3
DRC_S,586,2
DRC_S,3233,4
DRC_S,2706,2
DRC_S,2707,3
DRC_S,3239,4
DRC_S,20,6
DRC_S,2684,3
DRC_S,2825,3
DRC_S,2500,2
DRC_S,600,2
DRC_S,2881,2
DRC_S,3275,4
DRC_S,2904,2
DRC_S,2987,3
DRC_S,1903,9
DRC_S,2436,2
DRC_S,2687,2
DRC_S,189,5
DRC_S,29,6
DRC_S,526,1
DRC_S,565,3
DRC_S,2922,3
DRC_S,2849,3
DRC_S,360,7
DRC_S,262,5
DRC_S,166,5
DRC_S,2686,2
DRC_S,180,5
DRC_S,2864,3
DRC_S,2788,2
DRC_S,528,1
DRC_S,2471,2
DRC_S,2206,6
DRC_S,176,5
DRC_S,2460,2
DRC_S,205,5
DRC_S,2806,3
DRC_S,1970,9
DRC_S,2703,3
DRC_S,2937,3
DRC_S,2722,2
DRC_S,3016,4
DRC_S,2859,3
DRC_S,3261,4
DRC_S,584,2
DRC_S,2753,3
DRC_S,187,4
DRC_S,2854,2
DRC_S,198,5
DRC_S,2867,3
DRC_S,580,2
DRC_S,2742,3
DRC_S,3134,4
DRC_S,587,2
DRC_S,2995,4
DRC_S,3147,3
DRC_S,299,7
DRC_S,555,4
DRC_S,1906,9
DRC_S,215,5
DRC_S,2626,3
DRC_S,2919,3
DRC_S,179,5
DRC_S,2931,4
DRC_S,374,7
DRC_S,562,3
DRC_S,3035,3
DRC_S,3020,3
DRC_S,2944,4
DRC_S,2700,2
DRC_S,2638,2
DRC_S,2960,3
DRC_S,2897,2
DRC_S,3258,4
DRC_S,186,5
DRC_S,173,5
DRC_S,2650,2
DRC_S,269,5
DRC_S,24,6
DRC_S,2861,3
DRC_S,2698,2
DRC_S,3231,4
DRC_S,169,5
DRC_S,2929,3
DRC_S,2916,3
DRC_S,2449,2
DRC_S,3013,3
DRC_S,2673,2
DRC_S,2634,3
DRC_S,2882,3
DRC_S,2729,2
DRC_S,209,5
DRC_S,3004,4
DRC_S,2674,3
DRC_S,3229,4
DRC_S,2207,6
DRC_S,2874,2
DRC_S,2600,3
DRC_S,2612,2
DRC_S,185,5
DRC_S,382,7
DRC_S,2771,3
DRC_S,619,3
DRC_S,2973,3
DRC_S,201,5
DRC_S,2847,2
DRC_S,2839,3
DRC_S,3271,4
DRC_S,2699,2
DRC_S,444,7
DRC_S,2665,3
DRC_S,2625,3
DRC_S,2928,3
DRC_S,3228,4
DRC_S,3177,4
DRC_S,203,5
DRC_S,2932,2
DRC_S,2923,3
DRC_S,2935,2
DRC_S,384,7
DRC_S,2872,2
DRC_S,2991,4
DRC_S,3245,4
DRC_S,1905,9
DRC_S,2716,2
DRC_S,326,7
DRC_S,2714,3
DRC_S,3001,4
DRC_S,618,2
DRC_S,548,4
DRC_S,607,3
DRC_S,2954,3
DRC_S,3107,4
DRC_S,2747,2
DRC_S,2918,2
DRC_S,2710,2
DRC_S,2875,2
DRC_S,3111,4
DRC_S,2733,2
DRC_S,2591,3
DRC_S,529,1
DRC_S,2766,2
DRC_S,2565,2
DRC_S,2804,3
DRC_S,2943,4
DRC_S,2717,2
DRC_S,2663,2
DRC_S,2853,2
DRC_S,2813,3
DRC_S,2541,2
DRC_S,2915,3
DRC_S,551,4
DRC_S,2590,3
DRC_S,2837,2
DRC_S,2883,3
DRC_S,3050,4
DRC_S,606,3
DRC_S,2570,2
DRC_S,3226,4
DRC_S,2787,2
DRC_S,2573,2
DRC_S,561,3
DRC_S,535,1
DRC_S,2630,3
DRC_S,2956,4
DRC_S,297,7
DRC_S,2898,3
DRC_S,2719,3
DRC_S,2899,3
DRC_S,3008,4
DRC_S,2557,2
DRC_S,1878,9
DRC_S,609,3
DRC_S,2896,3
DRC_S,663,2
DRC_S,3223,4
DRC_S,357,7
DRC_S,2667,2
DRC_S,2661,2
DRC_S,2607,2
DRC_S,3079,4
DRC_S,2887,2
DRC_S,313,7
DRC_S,3110,4
DRC_S,23,6
DRC_S,191,5
DRC_S,2601,3
DRC_S,174,5
DRC_S,3181,4
DRC_S,2599,2
DRC_S,145,5
DRC_S,2820,2
DRC_S,2249,6
DRC_S,3272,10
DRC_S,199,5
DRC_S,3212,4
DRC_S,3213,4
DRC_S,2527,2
DRC_S,588,2
DRC_S,148,5
DRC_S,202,5
DRC_S,532,1
DRC_S,3135,4
DRC_S,3129,4
DRC_S,2554,2
DRC_S,3225,4
DRC_S,617,2
DRC_S,2834,3
DRC_S,2989,4
DRC_S,2337,6
DRC_S,2757,2
DRC_S,2877,3
DRC_S,2786,2
DRC_S,3102,4
DRC_S,621,2
DRC_S,3106,4
DRC_S,3123,4
DRC_S,2988,4
DRC_S,162,3
DRC_S,620,2
DRC_S,2888,3
DRC_S,3257,4
DRC_S,149,5
DRC_S,2905,8
DRC_S,2963,3
DRC_S,2914,2
DRC_S,3222,4
DRC_S,3249,4
DRC_S,2169,6
DRC_S,3183,5
DRC_S,32,6
DRC_S,3015,4
DRC_S,197,5
DRC_S,2645,3
DRC_S,2814,3
DRC_S,550,4
DRC_S,2965,4
DRC_S,3143,4
DRC_S,150,5
DRC_S,3221,4
DRC_S,3108,4
DRC_S,392,10
DRC_S,3216,4
DRC_S,2936,4
DRC_S,2743,3
DRC_S,3153,4
DRC_S,608,3
DRC_S,2631,3
DRC_S,54,6
DRC_S,141,5
DRC_S,616,2
DRC_S,2993,3
DRC_S,3168,4
DRC_S,2975,4
DRC_S,3148,4
DRC_S,2571,2
DRC_S,177,5
DRC_S,2894,2
DRC_S,2876,8
DRC_S,680,2
DRC_S,3146,4
DRC_S,2797,2
DRC_S,622,2
DRC_S,2748,3
DRC_S,2549,3
DRC_S,3211,4
DRC_S,2583,3
DRC_S,193,5
DRC_S,2910,2
DRC_S,3040,4
DRC_S,3113,4
DRC_S,3244,4
DRC_S,544,1
DRC_S,2761,2
DRC_S,3133,4
DRC_S,2434,2
DRC_S,1898,9
DRC_S,533,1
DRC_S,2605,2
DRC_S,538,1
DRC_S,2385,6
DRC_S,2234,6
DRC_S,2588,2
DRC_S,2978,4
DRC_S,2835,3
DRC_S,2558,2
DRC_S,558,4
DRC_S,375,4
DRC_S,2884,8
DRC_S,2559,3
DRC_S,84,6
DRC_S,3260,4
DRC_S,2862,2
DRC_S,2977,4
DRC_S,3070,4
DRC_S,628,6
DRC_S,2550,8
DRC_S,346,7
DRC_S,2780,3
DRC_S,3100,4
DRC_S,138,5
DRC_S,3170,4
DRC_S,3220,4
DRC_S,2615,3
DRC_S,2398,2
DRC_S,151,5
DRC_S,2880,8
DRC_S,615,2
DRC_S,549,4
DRC_S,496,1
DRC_S,2675,3
DRC_S,381,7
DRC_S,557,4
DRC_S,2930,4
DRC_S,2934,3
DRC_S,3002,4
DRC_S,2653,3
DRC_S,3151,4
DRC_S,2913,3
DRC_S,3203,4
DRC_S,219,5
DRC_S,2911,2
DRC_S,2685,2
DRC_S,3217,4
DRC_S,2946,4
DRC_S,1801,9
DRC_S,3097,4
DRC_S,2724,3
DRC_S,3241,4
DRC_S,93,6
DRC_S,578,2
DRC_S,140,5
DRC_S,3003,4
DRC_S,380,7
DRC_S,160,5
DRC_S,2635,3
DRC_S,2781,8
DRC_S,3240,4
DRC_S,627,6
DRC_S,3176,4
DRC_S,530,1
DRC_S,2514,2
DRC_S,559,4
DRC_S,2440,6
DRC_S,2387,2
DRC_S,3021,4
DRC_S,2324,6
DRC_S,171,5
DRC_S,2902,3
DRC_S,2819,4
DRC_S,2704,8
DRC_S,2964,4
DRC_S,612,3
DRC_S,585,2
DRC_S,2424,2
DRC_S,2427,6
DRC_S,2532,8
DRC_S,3187,4
DRC_S,3192,4
DRC_S,3215,4
DRC_S,2303,2
DRC_S,192,5
DRC_S,3206,4
DRC_S,2893,2
DRC_S,3048,5
DRC_S,2906,3
DRC_S,2534,2
DRC_S,2374,6
DRC_S,1870,9
DRC_S,3209,4
DRC_S,3128,4
DRC_S,3267,4
DRC_S,3238,4
DRC_S,363,7
DRC_S,3190,4
DRC_S,2346,2
DRC_S,2302,6
DRC_S,2608,3
DRC_S,167,5
DRC_S,2886,3
DRC_S,377,7
DRC_S,3196,4
DRC_S,2423,2
DRC_S,3018,5
DRC_S,134,5
DRC_S,2375,2
DRC_S,2660,2
DRC_S,3253,4
DRC_S,208,5
DRC_S,347,7
DRC_S,3166,4
DRC_S,3033,5
DRC_S,2821,8
DRC_S,610,3
DRC_S,2495,3
DRC_S,2967,3
DRC_S,438,10
DRC_S,2275,2
DRC_S,3158,4
DRC_S,2730,3
DRC_S,2962,3
DRC_S,3186,4
DRC_S,3171,4
DRC_S,3036,5
DRC_S,2697,2
DRC_S,195,5
DRC_S,2798,2
DRC_S,2720,8
DRC_S,133,5
DRC_S,2968,4
DRC_S,2823,8
DRC_S,2399,2
DRC_S,127,5
DRC_S,147,5
DRC_S,3207,4
DRC_S,539,1
DRC_S,2447,2
DRC_S,3065,4
DRC_S,3084,4
DRC_S,3204,4
DRC_S,2711,8
DRC_S,143,5
DRC_S,1854,9
DRC_S,131,5
DRC_S,154,5
DRC_S,2619,6
DRC_S,2419,2
DRC_S,556,4
DRC_S,2018,9
DRC_S,2933,4
DRC_S,3265,4
DRC_S,2335,2
DRC_S,96,3
DRC_S,3159,4
DRC_S,581,2
DRC_S,1864,9
DRC_S,2939,4
DRC_S,3194,4
DRC_S,2793,3
DRC_S,2345,2
DRC_S,319,7
DRC_S,3031,4
DRC_S,2927,2
DRC_S,2503,2
DRC_S,675,2
DRC_S,59,6
DRC_S,2656,8
DRC_S,3162,4
DRC_S,80,6
DRC_S,2851,8
DRC_S,3062,5
DRC_S,2740,4
DRC_S,3250,4
DRC_S,369,7
DRC_S,2340,2
DRC_S,3005,5
DRC_S,542,1
DRC_S,2921,2
DRC_S,2870,3
DRC_S,2900,3
DRC_S,3045,5
DRC_S,128,5
DRC_S,3185,4
DRC_S,614,2
DRC_S,625,6
DRC_S,2869,8
DRC_S,2920,3
DRC_S,1796,9
DRC_S,2315,2
DRC_S,3173,4
DRC_S,2779,3
DRC_S,6666,9
DRC_S,2646,3
DRC_S,2555,2
DRC_S,2620,4
DRC_S,2442,6
DRC_S,2455,6
DRC_S,376,7
DRC_S,2744,3
DRC_S,132,5
DRC_S,2584,6
DRC_S,216,5
DRC_S,2822,8
DRC_S,3163,5
DRC_S,137,5
DRC_S,3091,4
DRC_S,3246,4
DRC_S,3127,4
DRC_S,2984,4
DRC_S,3144,4
DRC_S,2301,6
DRC_S,2857,4
DRC_S,329,7
DRC_S,3208,4
DRC_S,2990,8
DRC_S,2680,8
DRC_S,2458,6
DRC_S,2312,2
DRC_S,3193,4
DRC_S,3145,4
DRC_S,537,1
DRC_S,2817,8
DRC_S,164,5
DRC_S,2280,2
DRC_S,3078,4
DRC_S,623,6
DRC_S,3188,4
DRC_S,2871,3
DRC_S,583,2
DRC_S,635,6
DRC_S,200,5
DRC_S,2815,8
DRC_S,2678,6
DRC_S,2290,6
DRC_S,3140,4
DRC_S,2782,8
DRC_S,543,1
DRC_S,3090,4
DRC_S,2297,2
DRC_S,2917,3
DRC_S,2768,8
DRC_S,2705,4
DRC_S,2293,2
DRC_S,2529,6
DRC_S,2891,3
DRC_S,3236,4
DRC_S,2735,8
DRC_S,2125,9
DRC_S,121,5
DRC_S,6512,9
DRC_S,2286,2
DRC_S,582,2
DRC_S,2407,2
DRC_S,2316,2
DRC_S,90,8
DRC_S,2613,3
